Student Number,Course Title,Course Credit,Grades,Course Semester,GPA,Completed Credits,Semester GPA,Semester Credit,Department Code
3,.NET Programming A,4.0,4,4,2.6310160427807485,93.5,3.0434782608695654,23.0,BLG
3,Introduction to Mao Zedong Thought and the Theoretical System of Socialism with Chinese Characteristics,3.5,2,4,2.6310160427807485,93.5,3.0434782608695654,23.0,BLG
3,College English A(4),3.0,2,4,2.6310160427807485,93.5,3.0434782608695654,23.0,BLG
3,Database Principles and Applications Course Design,1.0,3,4,2.6310160427807485,93.5,3.0434782608695654,23.0,BLG
3,Discrete Mathematics,4.0,4,4,2.6310160427807485,93.5,3.0434782608695654,23.0,BLG
3,Computer Networks A,4.0,3,5,2.725225225225225,111.0,3.2285714285714286,17.5,BLG
3,Software Testing Techniques,3.0,4,5,2.725225225225225,111.0,3.2285714285714286,17.5,BLG
3,Advanced Software Engineering,3.5,3,5,2.725225225225225,111.0,3.2285714285714286,17.5,BLG
3,Linux Programming,2.0,4,5,2.725225225225225,111.0,3.2285714285714286,17.5,BLG
3,Algorithm Analysis and Design,2.0,4,5,2.725225225225225,111.0,3.2285714285714286,17.5,BLG
3,Principles of Compilation,3.0,2,5,2.725225225225225,111.0,3.2285714285714286,17.5,BLG
3,J2EE Framework Course Design,1.0,4,6,2.83206106870229,131.0,3.425,20.0,BLG
3,Oracle Database Course Design,1.0,3,6,2.83206106870229,131.0,3.425,20.0,BLG
3,Requirements Engineering & UML Modeling,3.0,3,6,2.83206106870229,131.0,3.425,20.0,BLG
3,Software Design,3.0,3,6,2.83206106870229,131.0,3.425,20.0,BLG
3,Information Security A,2.5,4,6,2.83206106870229,131.0,3.425,20.0,BLG
3,Oracle Database,2.0,4,6,2.83206106870229,131.0,3.425,20.0,BLG
3,Software Project Management,3.0,4,6,2.83206106870229,131.0,3.425,20.0,BLG
3,J2EE Framework,4.5,3,6,2.83206106870229,131.0,3.425,20.0,BLG
3,Intellectual Property and Software Protection,1.0,5,7,2.841726618705036,139.0,3.0,8.0,BLG
3,Human-Computer Interaction Technology,2.0,3,7,2.841726618705036,139.0,3.0,8.0,BLG
3,Software Development and Testing Training,3.0,3,7,2.841726618705036,139.0,3.0,8.0,BLG
3,Python Language Programming,2.0,2,7,2.841726618705036,139.0,3.0,8.0,BLG
4,Ideological and Moral Cultivation and Legal Foundation,2.5,4,1,3.3333333333333335,19.5,3.3333333333333335,19.5,BLG
4,Success: Career Planning,1.0,3,1,3.3333333333333335,19.5,3.3333333333333335,19.5,BLG
4,Introduction to Computer Science,2.0,3,1,3.3333333333333335,19.5,3.3333333333333335,19.5,BLG
4,Advanced Mathematics A(1),5.5,3,1,3.3333333333333335,19.5,3.3333333333333335,19.5,BLG
4,College English A(1),4.0,3,1,3.3333333333333335,19.5,3.3333333333333335,19.5,BLG
4,University Chinese,2.0,4,1,3.3333333333333335,19.5,3.3333333333333335,19.5,BLG
4,Mental Health Education for College Students,2.0,4,1,3.3333333333333335,19.5,3.3333333333333335,19.5,BLG
4,Ideological and Political Theory Course Practice1,0.5,3,1,3.3333333333333335,19.5,3.3333333333333335,19.5,BLG
4,C/C++ Language Programming,5.5,4,2,3.7142857142857144,45.5,4.0,26.0,BLG
4,C/C++ Language Programming Course Design,1.0,3,2,3.7142857142857144,45.5,4.0,26.0,BLG
4,Digital Logic Circuits,4.0,5,2,3.7142857142857144,45.5,4.0,26.0,BLG
4,Introduction to the Basic Principles of Marxism,2.5,3,2,3.7142857142857144,45.5,4.0,26.0,BLG
4,Basic Education for Entrepreneurship,2.0,4,2,3.7142857142857144,45.5,4.0,26.0,BLG
4,Higher Mathematics A(2),5.5,4,2,3.7142857142857144,45.5,4.0,26.0,BLG
4,Cognitive Internship (IT Basic Training),1.0,4,2,3.7142857142857144,45.5,4.0,26.0,BLG
4,Ideological and Political Theory Course Practice2,0.5,3,2,3.7142857142857144,45.5,4.0,26.0,BLG
4,College English A(2),4.0,4,2,3.7142857142857144,45.5,4.0,26.0,BLG
4,Probability Theory and Mathematical Statistics,3.0,5,3,3.858156028368794,70.5,4.12,25.0,BLG
4,Java Programming A,4.0,4,3,3.858156028368794,70.5,4.12,25.0,BLG
4,Outline of Modern Chinese History,1.5,2,3,3.858156028368794,70.5,4.12,25.0,BLG
4,Linear Algebra,2.5,4,3,3.858156028368794,70.5,4.12,25.0,BLG
4,Data Structures,5.0,5,3,3.858156028368794,70.5,4.12,25.0,BLG
4,College English A(3),4.0,3,3,3.858156028368794,70.5,4.12,25.0,BLG
4,Microcomputer Principles and Interface Technology,4.0,5,3,3.858156028368794,70.5,4.12,25.0,BLG
4,Data Structure Course Design,1.0,2,3,3.858156028368794,70.5,4.12,25.0,BLG
4,Principles of Operating System,4.0,5,4,3.9679144385026737,93.5,4.304347826086956,23.0,BLG
4,Database Principles and Applications,3.5,5,4,3.9679144385026737,93.5,4.304347826086956,23.0,BLG
4,.NET Programming A,4.0,4,4,3.9679144385026737,93.5,4.304347826086956,23.0,BLG
4,Introduction to Mao Zedong Thought and the Theoretical System of Socialism with Chinese Characteristics,3.5,3,4,3.9679144385026737,93.5,4.304347826086956,23.0,BLG
4,College English A(4),3.0,4,4,3.9679144385026737,93.5,4.304347826086956,23.0,BLG
4,Database Principles and Applications Course Design,1.0,3,4,3.9679144385026737,93.5,4.304347826086956,23.0,BLG
4,Discrete Mathematics,4.0,5,4,3.9679144385026737,93.5,4.304347826086956,23.0,BLG
4,Computer Networks A,4.0,5,5,4.094594594594595,111.0,4.771428571428571,17.5,BLG
4,Software Testing Techniques,3.0,5,5,4.094594594594595,111.0,4.771428571428571,17.5,BLG
4,Advanced Software Engineering,3.5,5,5,4.094594594594595,111.0,4.771428571428571,17.5,BLG
4,Linux Programming,2.0,3,5,4.094594594594595,111.0,4.771428571428571,17.5,BLG
4,Algorithm Analysis and Design,2.0,5,5,4.094594594594595,111.0,4.771428571428571,17.5,BLG
4,Principles of Compilation,3.0,5,5,4.094594594594595,111.0,4.771428571428571,17.5,BLG
4,J2EE Framework Course Design,1.0,3,6,4.034351145038168,131.0,3.7,20.0,BLG
4,Oracle Database Course Design,1.0,3,6,4.034351145038168,131.0,3.7,20.0,BLG
4,Requirements Engineering & UML Modeling,3.0,4,6,4.034351145038168,131.0,3.7,20.0,BLG
4,Software Design,3.0,4,6,4.034351145038168,131.0,3.7,20.0,BLG
4,Information Security A,2.5,5,6,4.034351145038168,131.0,3.7,20.0,BLG
4,Oracle Database,2.0,3,6,4.034351145038168,131.0,3.7,20.0,BLG
4,Software Project Management,3.0,4,6,4.034351145038168,131.0,3.7,20.0,BLG
4,J2EE Framework,4.5,3,6,4.034351145038168,131.0,3.7,20.0,BLG
4,Intellectual Property and Software Protection,1.0,5,7,4.017985611510792,139.0,3.75,8.0,BLG
4,Human-Computer Interaction Technology,2.0,4,7,4.017985611510792,139.0,3.75,8.0,BLG
4,Software Development and Testing Training,3.0,3,7,4.017985611510792,139.0,3.75,8.0,BLG
4,Python Language Programming,2.0,4,7,4.017985611510792,139.0,3.75,8.0,BLG
5,Ideological and Moral Cultivation and Legal Foundation,2.5,4,1,4.102564102564102,19.5,4.102564102564102,19.5,BLG
5,Success: Career Planning,1.0,3,1,4.102564102564102,19.5,4.102564102564102,19.5,BLG
5,Introduction to Computer Science,2.0,4,1,4.102564102564102,19.5,4.102564102564102,19.5,BLG
5,Advanced Mathematics A(1),5.5,5,1,4.102564102564102,19.5,4.102564102564102,19.5,BLG
5,College English A(1),4.0,4,1,4.102564102564102,19.5,4.102564102564102,19.5,BLG
5,University Chinese,2.0,4,1,4.102564102564102,19.5,4.102564102564102,19.5,BLG
5,Mental Health Education for College Students,2.0,3,1,4.102564102564102,19.5,4.102564102564102,19.5,BLG
5,Ideological and Political Theory Course Practice1,0.5,3,1,4.102564102564102,19.5,4.102564102564102,19.5,BLG
5,C/C++ Language Programming,5.5,3,2,3.6483516483516483,45.5,3.3076923076923075,26.0,BLG
5,C/C++ Language Programming Course Design,1.0,3,2,3.6483516483516483,45.5,3.3076923076923075,26.0,BLG
5,Digital Logic Circuits,4.0,4,2,3.6483516483516483,45.5,3.3076923076923075,26.0,BLG
5,Introduction to the Basic Principles of Marxism,2.5,4,2,3.6483516483516483,45.5,3.3076923076923075,26.0,BLG
5,Basic Education for Entrepreneurship,2.0,4,2,3.6483516483516483,45.5,3.3076923076923075,26.0,BLG
5,Higher Mathematics A(2),5.5,2,2,3.6483516483516483,45.5,3.3076923076923075,26.0,BLG
5,Cognitive Internship (IT Basic Training),1.0,4,2,3.6483516483516483,45.5,3.3076923076923075,26.0,BLG
5,Ideological and Political Theory Course Practice2,0.5,3,2,3.6483516483516483,45.5,3.3076923076923075,26.0,BLG
5,College English A(2),4.0,4,2,3.6483516483516483,45.5,3.3076923076923075,26.0,BLG
5,Probability Theory and Mathematical Statistics,3.0,3,3,3.375886524822695,70.5,2.88,25.0,BLG
5,Java Programming A,4.0,4,3,3.375886524822695,70.5,2.88,25.0,BLG
5,Outline of Modern Chinese History,1.5,3,3,3.375886524822695,70.5,2.88,25.0,BLG
5,Linear Algebra,2.5,5,3,3.375886524822695,70.5,2.88,25.0,BLG
5,Data Structures,5.0,2,3,3.375886524822695,70.5,2.88,25.0,BLG
5,College English A(3),4.0,2,3,3.375886524822695,70.5,2.88,25.0,BLG
5,Microcomputer Principles and Interface Technology,4.0,2,3,3.375886524822695,70.5,2.88,25.0,BLG
5,Data Structure Course Design,1.0,4,3,3.375886524822695,70.5,2.88,25.0,BLG
5,Principles of Operating System,4.0,4,4,3.486631016042781,93.5,3.8260869565217392,23.0,BLG
5,Database Principles and Applications,3.5,5,4,3.486631016042781,93.5,3.8260869565217392,23.0,BLG
5,.NET Programming A,4.0,2,4,3.486631016042781,93.5,3.8260869565217392,23.0,BLG
5,Introduction to Mao Zedong Thought and the Theoretical System of Socialism with Chinese Characteristics,3.5,3,4,3.486631016042781,93.5,3.8260869565217392,23.0,BLG
5,College English A(4),3.0,4,4,3.486631016042781,93.5,3.8260869565217392,23.0,BLG
5,Database Principles and Applications Course Design,1.0,4,4,3.486631016042781,93.5,3.8260869565217392,23.0,BLG
5,Discrete Mathematics,4.0,5,4,3.486631016042781,93.5,3.8260869565217392,23.0,BLG
5,Computer Networks A,4.0,3,5,3.5315315315315314,111.0,3.7714285714285714,17.5,BLG
5,Software Testing Techniques,3.0,4,5,3.5315315315315314,111.0,3.7714285714285714,17.5,BLG
5,Advanced Software Engineering,3.5,4,5,3.5315315315315314,111.0,3.7714285714285714,17.5,BLG
